ImageNumber,BorderedCellsWithProcesses_Number_Object_Number,BorderedCellsWithProcesses_Location_Center_X,BorderedCellsWithProcesses_Location_Center_Y
2,20,1114.44596273292,1492.58757763975
2,21,1244.46823529412,1500.71764705882
2,22,1215.78561736771,1510.79240162822
3,1,1113.48579545455,15.8607954545455
3,2,1103.56027164686,162.027164685908
3,3,304.271134020619,877.412371134021
3,4,651.175496688742,886.668874172185
3,5,448.67418899859,882.997179125529
3,6,741.934046345811,897.085561497326
3,7,793.155511811024,896.698818897638
3,8,772.229540918164,901.538922155689
3,9,559.804407713499,906.789256198347
3,10,826.617549668874,909.890728476821
3,11,592.35409252669,930.615658362989
3,12,628.508865248227,922.462765957447
3,13,936.397976391231,926.342327150084
3,14,650.747228381375,931.556541019956
3,15,756.359133126935,926.603715170279
3,16,704.372023809524,928.925595238095
3,17,735.651162790698,930.729651162791
3,18,813.604735883424,941.533697632058
3,19,841.091764705882,935.425882352941
3,20,1022.33639947438,941.002628120894
3,21,1071.40751445087,942.158959537572
3,22,890.54578313253,943.130120481928
3,23,946.208333333333,947.416666666667
3,24,756.153266331658,954.422110552764
3,25,1919.01072705602,962.349225268176
3,26,644.726708074534,969.367494824017
3,27,1472.16820987654,960.929012345679
3,28,1133.94453248811,956.22266244057
3,29,1181.74730021598,970.019438444924
3,30,1913.61514683153,1015.02936630603
3,31,1912.74789915966,1070.38151260504
3,32,709.318819188192,1350.12472324723
3,33,977.762572135202,1808.66694146744
6,1,1041.18960244648,1182.66819571865
6,2,1056.90021231422,1278.39171974522
6,3,1084.68136714443,1327.21830209482
6,4,1108.59576427256,1382.60865561694
6,5,1130.83125,1417.56125
6,6,1101.26293103448,1429.99137931034
6,7,1135.12079207921,1455.4198019802
6,8,911.450874831763,1512.68506056528
6,9,1177.47287735849,1550.85495283019
6,10,1199.46984924623,1604.76005025126
6,11,967.02752293578,1602.25504587156
6,12,1041.06308919507,1623.80275562001
6,13,1208.14198071867,1641.02716914987
6,14,1173.65181058496,1658.27576601671
6,15,1239.07621247113,1663.97228637413
6,16,1042.86979166667,1672.02604166667
6,17,1204.38853503185,1672.32802547771
6,18,1071.10058309038,1680.30320699708
6,19,1172.49538461538,1692.12769230769
6,20,1139.04074074074,1699.67037037037
6,21,1033.47918890075,1710.58164354322
6,22,1072.16611295681,1724.46179401993
6,23,1160.39461883408,1723.32735426009
6,24,1070.26923076923,1746.41420118343
6,25,1114.73613963039,1764.62217659138
6,26,1045.36460176991,1771.72566371681
6,27,884.4475,1770.6225
6,28,1068.35193133047,1782.81115879828
6,29,748.921348314607,1794.62172284644
6,30,1012.84803921569,1814.46078431373
6,31,1049.55974025974,1826.68961038961
6,32,1221.062,1855.27
6,33,701.394970414201,1882.50887573964
6,34,834.724565756824,1921.77171215881
6,35,663.798657718121,1936.2192393736
6,36,675.37339055794,1926.51502145923
7,1,1552.76303317536,22.8495260663507
7,2,1487.89435336976,24.0655737704918
7,3,1326.93129770992,23.7557251908397
7,4,1511.23076923077,35.4879120879121
7,5,1451.18221258134,67.9219088937093
7,6,1492.92082111437,80.3709677419355
7,7,1664.28755364807,106.738197424893
7,8,1142.82566248257,134.952580195258
7,9,1277.52612826603,174.256532066508
7,10,1105.54716981132,189.645283018868
7,11,1122.98543046358,187.492715231788
7,12,1144.43970315399,242.4146567718
7,13,820.771982116244,869.429210134128
7,14,936.318373071529,870.800841514726
7,15,902.291390728477,881.829470198675
7,16,751.277286135693,896.507374631268
7,17,1087.49939393939,889.693333333333
7,18,784.639037433155,890.622994652406
7,19,974.986945169713,900.114882506527
7,20,1030.0725388601,896.531088082902
7,21,894.502937720329,903.235017626322
7,22,1169.40289256198,896.196280991736
7,23,996.910411622276,906.346246973366
7,24,866.960975609756,906.837398373984
7,25,616.592398427261,903.37745740498
7,26,813.972972972973,909.04954954955
7,27,840.949025487256,911.089955022489
7,28,1072.85514612452,915.114358322745
7,29,1114.48097826087,903.440217391304
7,30,1237.31487341772,911.601265822785
7,31,659.619783616692,915.519319938176
7,32,786.581632653061,908.803571428571
7,33,364.686046511628,914.077519379845
7,34,1138.49925925926,915.194074074074
7,35,1045.17260273973,917.72602739726
7,36,1282.48096348096,930.078477078477
7,37,1341.2013552759,932.611810261375
7,38,373.446104589114,936.368196371398
7,39,1149.78932178932,936.828282828283
7,40,530.323691460055,942.293388429752
7,41,754.857142857143,944.887667887668
7,42,1459.54722921914,947.48677581864
7,43,1389.67421875,949.11171875
7,44,1088.76578947368,949.517105263158
7,45,559.312121212121,950.662121212121
7,46,1341.76303317536,951.284360189574
7,47,859.553294573643,950.486434108527
7,48,1188.36170212766,952.58790593505
7,49,682.519392917369,955.799325463744
7,50,1293.58768406961,957.808567603748
7,51,1435.84690157959,963.931956257594
7,52,764.935064935065,972.823953823954
7,53,1479.72142857143,968.764285714286
7,54,799.219665271967,970.797071129707
7,55,939.373253493014,987.441117764471
7,56,883.020942408377,993.134031413612
7,57,961.103703703704,1331.08518518519
7,58,1218.97666666667,1769.73333333333
7,59,1302.3217270195,1776.52924791086
7,60,1248.19292035398,1773.29734513274
7,61,1272.30056980057,1833.1339031339
7,62,1318.36945169713,1833.51958224543
7,63,1159.71916508539,1832.42504743833
7,64,1236.848,1834.35466666667
7,65,1184.236,1857.866
7,66,1412.24805339266,1869.54616240267
7,67,1400.41623036649,1895.90968586387
7,68,1529.91220556745,1897.06852248394
7,69,1433.1270860077,1907.459563543
7,70,1463.05043478261,1913.96869565217
7,71,1339.54872881356,1924.1843220339
7,72,1398.1581769437,1929.2654155496
7,73,1375.61214165261,1931.56323777403
8,1,1184.94976076555,17.4282296650718
8,2,1250.12033898305,9.9
8,3,1392.40657578188,24.8171611868484
8,4,1421.96875,20.8778409090909
8,5,1451.09930715935,30.1293302540416
8,6,1370.85454545455,41.6842975206612
8,7,1433.76636288318,67.986743993372
8,8,1554.33037300178,69.1438721136767
8,9,1457.80240963855,68.2289156626506
8,10,1257.0811287478,77.7372134038801
8,11,1417.30912476723,93.0316573556797
8,12,1340.31641285956,103.901861252115
8,13,1283.42562592047,106.577319587629
8,14,1379.84949573313,116.543056633049
8,15,1322.93522906793,122.134281200632
8,16,1432.62775330396,129.904185022026
8,17,1344.21234939759,154.707831325301
8,18,1312.6119760479,163.820359281437
8,19,1282.53712480253,158.751974723539
8,20,1315.70648030496,200.110546378653
8,21,1273.85993485342,191.881107491857
8,22,1610.06928999145,212.993156544055
8,23,1279.79616963064,225.950752393981
8,24,1188.52650176678,237.911660777385
8,25,1260.03440860215,281.918279569892
8,26,1279.31905465288,291.955686853767
8,27,1327.14930015552,307.181959564541
8,28,1179.84199134199,318.757575757576
8,29,1279.10294117647,332.046218487395
8,30,1014.79299014239,451.290251916758
8,31,905.074468085106,728.645896656535
8,32,1143.71168582375,843.635057471264
8,33,1076.92482915718,921.018982536067
8,34,1165.81918081918,934.325674325674
8,35,1019.75534441805,951.397862232779
8,36,1200.8315018315,946.687728937729
8,37,1308.26597051597,968.056511056511
8,38,1167.55456570156,962.798440979955
8,39,1136.84375,976.712797619048
8,40,1088.3,978.714492753623
8,41,1027.01946107784,984.865269461078
8,42,1367.01192250373,983.944858420268
8,43,1431.62336769759,989.34295532646
8,44,794.667682926829,994.506097560976
8,45,200.856872037915,1006.22464454976
8,46,579.696721311475,994.918032786885
8,47,1258.692,997.344
8,48,1185.95896656535,1005.19224924012
8,49,1401.22388059701,1008.31509121061
8,50,1304.46217105263,1014.65460526316
8,51,1348.46062992126,1012.58923884514
8,52,1014.67728237792,1018.74522292994
8,53,1238.7760342368,1023.63980028531
8,54,1144.53552397869,1027.00710479574
8,55,1408.98374864572,1031.72589382449
8,56,1075.57457212714,1051.90464547677
8,57,1019.55275229358,1055.29701834862
8,58,741.230263157895,1067.06414473684
8,59,843.339168490153,1076.61269146608
8,60,1182.90572390572,1564.39225589226
8,61,1409.22824858757,1752.34576271186
8,62,1438.65205479452,1775.60821917808
8,63,1735.43904448105,1781.75453047776
8,64,1367.79384615385,1780.56461538462
8,65,1356.04081632653,1804.6159554731
8,66,1441.93958664547,1815.40063593005
8,67,1392.06161971831,1816.83978873239
8,68,1703.87683823529,1829.87867647059
8,69,1268.80284552846,1860.85569105691
8,70,1601.36737804878,1887.14329268293
8,71,1341.46179966044,1903.3480475382
8,72,1527.0872600349,1893.88481675393
8,73,1687.08587041374,1910.42388758782
8,74,1369.06514084507,1909.91549295775
8,75,1440.48820754717,1923.72405660377
9,1,1700.72857142857,19.0102040816327
9,2,1684.46840148699,68.0693928128872
9,3,1544.31585518102,103.008739076155
9,4,1623.03018108652,120.171026156942
9,5,1411.04671532847,153.402919708029
9,6,1576.11437908497,150.581699346405
9,7,1556.93285859613,174.488301119023
9,8,1644.42291220557,173.127408993576
9,9,1639.17829457364,203.426356589147
9,10,1599.53760162602,211.815040650407
9,11,1511.39400428266,242.599571734475
9,12,1599.69877242682,326.877242681775
9,13,1460.46318289786,406.750593824228
9,14,1225.60930232558,730.041860465116
9,15,1811.41828254848,778.235457063712
9,16,1408.63247863248,781.245014245014
9,17,1497.49573312645,789.643134212568
9,18,1561.48732718894,829.966589861751
9,19,1229.28606658446,852.732429099877
9,20,1782.23760932945,858.307580174927
9,21,1131.23395149786,900.226818830243
9,22,1207.10120481928,931.467469879518
9,23,1188.86614173228,944.740157480315
9,24,1364.28398384926,954.394347240915
9,25,1155.80022962113,971.328358208955
9,26,1317.0252312868,968.824222035324
9,27,900.152873563218,971.633333333333
9,28,1392.59788359788,986.148148148148
9,29,940.067003792668,979.819216182048
9,30,906.718274111675,1002.75
9,31,1491.75675675676,1048.75675675676
9,32,1414.21604139715,1067.04786545925
9,33,1472.23771790808,1077.86846275753
9,34,1544.35483870968,1078.86789554531
9,35,1389.21547799697,1083.68892261002
9,36,1441.60570071259,1080.72684085511
9,37,1597.26260504202,1083.78361344538
9,38,1295.95606060606,1092.7696969697
9,39,1496.02759276879,1107.69552806851
9,40,1568.16354679803,1129.56748768473
9,41,1427.90058479532,1116.86549707602
9,42,1770.0744558992,1133.65979381443
9,43,1458.81681034483,1155.72090517241
9,44,1334.53402366864,1147.76923076923
9,45,1663.96570121951,1156.18216463415
9,46,1732.4025,1145.75
9,47,1592.72380952381,1143.16904761905
9,48,943.488524590164,1181.39836065574
9,49,1604.46312056738,1213.6475177305
9,50,1655.9974522293,1218.86624203822
9,51,1412.03098106713,1259.11876075731
9,52,1338.44350282486,1266.74011299435
9,53,1296.43785632839,1308.33865450399
9,54,1504.52700729927,1381.39854014599
9,55,1216.81818181818,1517.33962264151
9,56,1291.03708133971,1563.97727272727
9,57,1396.41354723708,1578.76648841355
9,58,1513.39662447257,1625.13924050633
9,59,1238.26536312849,1642.44972067039
9,60,1414.87380497132,1634.8413001912
9,61,1556.03125,1645.29166666667
9,62,1350.88989441931,1647.20211161388
9,63,1465.10091743119,1641.94862385321
9,64,1512.32768361582,1676.45278450363
9,65,1364.26809651475,1690.91689008043
9,66,1490.46641791045,1709.39925373134
9,67,1404.06754221388,1731.80487804878
9,68,1515.03149606299,1749.74606299213
9,69,1733.45951859956,1749.53391684902
9,70,1473.79934747145,1749.79934747145
9,71,1698.37019230769,1758.68269230769
9,72,1589.05844155844,1772.39935064935
9,73,1432.97160883281,1774.17350157729
9,74,1515.58396946565,1778.12213740458
9,75,1549.67638483965,1783.96793002915
9,76,1603.1336996337,1792.54761904762
9,77,1251.74301675978,1802.77374301676
9,78,1496.10891089109,1810.87128712871
9,79,1668.65267175573,1806.92175572519
9,80,1571.54563894523,1828.72210953347
9,81,1520.85014691479,1867.99804113614
9,82,1555.83362831858,1887.9592920354
9,83,1542.51480637813,1913.80182232346
10,1,1590.58226371062,130.331388564761
10,2,1637.75221238938,151.06784660767
10,3,1627.81502242152,185.820627802691
10,4,1636.28911564626,226.122448979592
10,5,1580.82222222222,266.596825396825
10,6,1592.35,292.641304347826
10,7,1545.54606741573,483.125842696629
10,8,603.528189910979,628.040059347181
10,9,1514.88242142026,774.573923166473
10,10,1466.98121387283,822.126445086705
10,11,1563.92,822.435
10,12,1490.8323699422,868.365317919075
10,13,1606.54679802956,864.04105090312
10,14,1277.67723880597,891.619402985075
10,15,1291.68482490272,908.173151750973
10,16,1452.47051597052,914.891891891892
10,17,1579.56183965196,932.510254816656
10,18,1453.38257575758,958.164141414142
10,19,1282.57085561497,982.846256684492
10,20,1664.99076923077,975.452307692308
10,21,1182.86734693878,984.908163265306
10,22,1560.50053937433,1001.02481121899
10,23,1313.40790742527,999.444551591128
10,24,1529.005192108,991.60020768432
10,25,1253.10921052632,1005.37368421053
10,26,1504.81530343008,1045.77176781003
10,27,1685.70326797386,1048.4862745098
10,28,926.563047285464,1084.75394045534
10,29,1525.63477460902,1102.89972401104
10,30,1436.57224770642,1186.31880733945
10,31,1469.95336076818,1209.88751714678
10,32,1400.63059701493,1240.97263681592
10,33,1383.77777777778,1317.75413711584
10,34,1374.49504950495,1341.04620462046
10,35,1349.93625,1377.751875
10,36,1405.19961612284,1383.57005758157
10,37,1328.94987468672,1501.29573934837
10,38,1348.25203252033,1501.47425474255
10,39,1370.94665153235,1522.26901248581
10,40,1371.11271133375,1618.17845961177
10,41,1368.29469273743,1651.61173184358
10,42,1354.14896214896,1747.18437118437
11,1,215.597222222222,181.104166666667
11,2,64.7614840989399,288.574204946996
11,3,874.624427480916,828.867175572519
11,4,1181.44057377049,851.284836065574
11,5,1134.35749588138,863.075782537068
11,6,1217.86330935252,875.594724220623
11,7,1064.22458628842,877.685579196218
11,8,1100.43803418803,885.720085470085
11,9,1275.13976705491,881.181364392679
11,10,862.331262939959,898.146997929607
11,11,1204.34660421546,895.704918032787
11,12,1198.70947368421,914.406315789474
11,13,145.175,914.755
11,14,1108.37905236908,917.286783042394
11,15,1314.72549019608,916.217194570136
11,16,288.693240901213,924.807625649913
11,17,1066.33829787234,927.151063829787
11,18,77.8888888888889,930.067993366501
11,19,21.3094017094017,933.384615384615
11,20,426.264744429882,929.384010484928
11,21,521.205776173285,951.099277978339
11,22,986.071762870515,954.035881435258
11,23,72.8367346938775,955.82374768089
11,24,202.515060240964,952.847891566265
11,25,297.728947368421,963.682894736842
11,26,858.694196428571,952.645089285714
11,27,113.856568364611,956.349865951743
11,28,634.724581724582,965.16731016731
11,29,265.53500660502,968.651254953765
11,30,241.406779661017,958.015065913371
11,31,30.0886850152905,960.669724770642
11,32,462.980856882407,962.149498632634
11,33,226.703264094956,966.382789317507
11,34,735.587155963303,967.05504587156
11,35,386.766584766585,968.786240786241
11,36,1039.12030075188,970.52380952381
11,37,1098.80403458213,973.544668587896
11,38,121.054637865311,988.15501905972
11,39,48.1440922190202,980.010086455331
11,40,846.469788519638,983.796072507553
11,41,361.781292984869,978.297111416781
11,42,144.219607843137,988.7
11,43,529.822445561139,987.520938023451
11,44,791.250871080139,986.724738675958
11,45,170.668918918919,983.256756756757
11,46,976.565819861432,1011.11085450346
11,47,24.1936,1017.424
11,48,76.200468933177,1014.71981242673
11,49,342.34991708126,1025.04809286899
11,50,592.342905405405,1026.53716216216
11,51,630.863547758285,1025.59259259259
11,52,163.830687830688,1027.65343915344
11,53,265.89709762533,1027.14248021108
11,54,308.996884735203,1030.44859813084
11,55,291.474846625767,1034.9509202454
11,56,930.835185185185,1032.8037037037
11,57,141.920384951881,1041.43482064742
11,58,712.8974609375,1036.736328125
11,59,97.6621621621622,1034.64324324324
11,60,767.235640648012,1035.92783505155
11,61,76.6418604651163,1047.80620155039
11,62,216.140235910878,1057.60550458716
11,63,181.44702467344,1052.44847605225
11,64,263.932917316693,1050.35101404056
11,65,904.984745762712,1053.42881355932
11,66,16.7905982905983,1051.83974358974
11,67,671.619760479042,1059.91916167665
11,68,235.816129032258,1050.82580645161
11,69,1261.03442622951,1061.52950819672
11,70,443.897742363878,1059.59760956175
11,71,1042.03345070423,1064.73063380282
11,72,1075.65789473684,1072.6418128655
11,73,1005.5,1068.022
11,74,1099.82325581395,1066.28217054264
11,75,1228.3295194508,1074.78032036613
11,76,1160.51842105263,1095.68947368421
11,77,1210.76470588235,1109.07843137255
11,78,1233.2996941896,1104.80428134557
11,79,451.447303921569,1162.34803921569
11,80,312.96231884058,1244.42463768116
11,81,73.654028436019,1244.4439178515
11,82,457.849884526559,1259.63741339492
11,83,563.605337078652,1395.04915730337
11,84,169.406125166445,1491.90812250333
11,85,494.785388127854,1507.08219178082
11,86,293.553191489362,1779.21276595745
12,1,1603.68539325843,103.685393258427
12,2,1687.32167832168,224.806526806527
12,3,1499.46986817326,238.5
12,4,1458.60828402367,301.413017751479
12,5,1733.97027027027,402.224324324324
12,6,1735.5197740113,428.847457627119
12,7,1446.52570990023,701.072141212586
12,8,1445.2278177458,758.064748201439
12,9,1673.70241286863,765.865951742627
12,10,1487.89427860697,788.568407960199
12,11,1455.94261119082,834.054519368723
12,12,1431.94967177243,840.938730853392
12,13,1552.06611570248,883.5
12,14,1294.42199856219,900.622573687994
12,15,1005.57158469945,931.936612021858
12,16,1341.20070422535,944.785211267606
12,17,1361.40031152648,933.52492211838
12,18,1010.37674418605,976.748837209302
12,19,1317.33280507132,983.530903328051
12,20,1434.76090225564,989.470676691729
12,21,1179.24046740467,1000.9950799508
12,22,1340.87710604559,999.076313181368
12,23,1382.25343811395,997.428290766208
12,24,1463.78280542986,999.446455505279
12,25,618.02688172043,1007.6623655914
12,26,1402.32558139535,1007.90503875969
12,27,1437.92395104895,1034.36538461538
12,28,1389.36186770428,1084.70622568093
12,29,1407.6,1118.6018018018
12,30,1718.44989339019,1182.09168443497
12,31,1446.55348047538,1254.62478777589
12,32,1730.05643738977,1333.61552028219
12,33,1557.84328358209,1688.99850746269
13,1,257.801904761905,396.422857142857
13,2,1094.12201963534,406.007012622721
13,3,101.511049723757,444.827348066298
13,4,478.685378590078,508.565274151436
13,5,363.559118236473,543.482965931864
13,6,365.403645833333,566.893229166667
13,7,333.569597069597,575.604395604396
13,8,566.934744268078,576.072310405644
13,9,518.058614564831,597.966252220249
13,10,342.703237410072,682.821942446043
13,11,400.337423312883,725.79345603272
13,12,293.827710843373,728.936144578313
13,13,135.440104166667,769.973958333333
13,14,740.448275862069,808.256465517241
13,15,207.986590038314,823.800766283525
13,16,702.326451612903,824.536774193548
13,17,1050.25267379679,839.022727272727
13,18,1107.59045725646,851.339960238569
13,19,1319.27700348432,855.864111498258
13,20,1007.45620915033,860.081045751634
13,21,610.934579439252,858.247663551402
13,22,119.376560332871,879.813453536755
13,23,1048.15384615385,874.690228690229
13,24,678.606112054329,876.820033955857
13,25,899.512605042017,879.22268907563
13,26,1094.18164435946,886.31931166348
13,27,333.480144404332,879.801444043321
13,28,223.543391188251,889.448598130841
13,29,947.392757660167,892.657381615599
13,30,527.549045424621,906.901909150757
13,31,16.0126849894292,893.446088794926
13,32,927.117812061711,889.755960729313
13,33,58.2870619946092,901.469002695418
13,34,252.759098786828,900.826689774697
13,35,758.629287598945,903.274406332454
13,36,1030.596,925.012
13,37,801.557522123894,910.803539823009
13,38,1266.54914933837,911.015122873346
13,39,644.116838487972,917.276632302406
13,40,822.747126436782,915.179310344828
13,41,1101.70155902004,921.945434298441
13,42,1326.53113553114,928.990842490842
13,43,299.527352297593,928.975929978118
13,44,852.861904761905,925.961904761905
13,45,1143.26932084309,923.955503512881
13,46,1291.60040567951,929.133874239351
13,47,205.328267477204,937.051671732523
13,48,267.14527027027,934.964527027027
13,49,315.484398216939,940.887072808321
13,50,748.962406015038,936.145363408521
13,51,1225.9121522694,943.606149341142
13,52,1431.82494969819,938.048289738431
13,53,814.139558232932,952.631526104418
13,54,1283.83569979716,953.959432048682
13,55,1137.13394495413,949.900917431193
13,56,956.436507936508,949.195238095238
13,57,1401.56550951848,957.024636058231
13,58,476.095726495727,947.167521367521
13,59,995.974358974359,951.29304029304
13,60,1171.23765020027,957.357810413885
13,61,675.509293680297,953.990706319703
13,62,847.412313432836,952.425373134328
13,63,240.464757709251,947.955947136564
13,64,749.44921875,962.177734375
13,65,1374.00416666667,970.816666666667
13,66,624.374009508716,964.11410459588
13,67,405.173560421736,929.741281427413
13,68,352.417695473251,962.748971193416
13,69,523.769230769231,972.13006993007
13,70,271.602739726027,979.675799086758
13,71,426.302170283806,980.353923205342
13,72,385.963659961064,970.920181700195
13,73,336.45,991.406
13,74,932.035747883349,968.726246472248
13,75,1109.45909090909,983.472727272727
13,76,150.128824476651,983.892109500805
13,77,1231.31781701445,984.797752808989
13,78,243.335414808207,992.206066012489
13,79,354.542429284526,995.236272878536
13,80,1043.56598240469,994.542521994135
13,81,207.367496339678,995.660322108346
13,82,1158.09863429439,993.238239757208
13,83,1013.15513126492,1000.70883054893
13,84,921.161904761905,1005.63047619048
13,85,147.505643340858,1021.80586907449
13,86,1023.63483146067,1024.85580524345
13,87,1108.12348668281,1023.79661016949
13,88,1153.70539033457,1035.6812267658
13,89,172.124324324324,1022.72702702703
13,90,1421.99108734403,1029.24420677362
13,91,910.280092592593,1031.98148148148
13,92,962.947030497592,1035.93579454254
13,93,1170.72727272727,1054.94594594595
13,94,240.5,1048.47395833333
13,95,935.027833001988,1049.39960238569
13,96,317.977876106195,1060.45353982301
13,97,878.931677018634,1059.38095238095
13,98,639.351895734597,1085.05450236967
13,99,110.182926829268,1093.54634146341
13,100,345.890410958904,1121.27473363775
13,101,127.83500385505,1229.51811873554
13,102,421.358695652174,1227.73233695652
13,103,9.64755244755245,1242.09370629371
13,104,408.753303964758,1262.33259911894
13,105,396.253227408143,1323.14399205561
13,106,362.783718104496,1356.1397326853
13,107,270.586013986014,1440.5986013986
13,108,230.430199430199,1480.96866096866
14,1,991.382413087934,653.346284935242
14,2,984.126939351199,714.724964739069
14,3,1309.14248366013,763.166013071895
14,4,1089.35900339751,773.120045300113
14,5,1019.88598901099,775.311813186813
14,6,995.747264770241,796.007658643326
14,7,1026.9010989011,822.718681318681
14,8,890.245016611296,822.045681063123
14,9,1198.00313971743,830.135007849294
14,10,1122.50810810811,844.495495495495
14,11,692.21388101983,854.856940509915
14,12,864.372191011236,863.282303370787
14,13,887.570071258907,864.401425178147
14,14,931.603163191948,869.930984902948
14,15,777.201996927803,891.566052227343
14,16,885.795363709033,887.491606714628
14,17,1051.10880829016,909.039723661485
14,18,653.634328358209,907.74776119403
14,19,1100.28251748252,930.065734265734
14,20,953.95777178796,938.840071877808
14,21,1143.16274509804,943.190196078431
14,22,1079.80816326531,955.862585034014
14,23,916.709854014599,964.952554744526
14,24,897.758039816233,962.295558958652
14,25,981.429813664596,957.447204968944
14,26,946.258064516129,980.848635235732
14,27,726.085741811175,989.091522157996
14,28,1047.99912434326,1007.35901926445
14,29,892.034387895461,1008.74002751032
14,30,934.403678606002,1020.43659244918
14,31,1012.759765625,1008.609375
14,32,1356.76436781609,1012.11637931034
14,33,607.67485380117,1025.75789473684
14,34,1012.82765957447,1030.95319148936
14,35,1382.59574468085,1046.83215130024
14,36,1026.0,1054.93996247655
14,37,862.005338078292,1048.74377224199
14,38,895.43417721519,1065.21392405063
14,39,1111.04292343387,1096.56960556845
14,40,1069.37513061651,1466.72152560084
14,41,786.309333333333,1608.68266666667
14,42,770.629889669007,1727.35506519559
15,1,142.2265917603,8.44194756554307
15,2,818.242339832869,6.66852367688022
15,3,90.7640692640693,60.2792207792208
15,4,6.13350125944584,117.841309823678
15,5,92.3117206982544,138.738154613466
15,6,182.798053527981,239.678832116788
15,7,490.684665226782,275.449244060475
15,8,704.544240400668,399.412353923205
15,9,933.647427854454,428.997490589711
15,10,567.077259475219,440.839650145773
15,11,168.738461538462,559.483076923077
15,12,257.795158286778,569.888268156425
15,13,105.526586620926,597.883361921098
15,14,242.285171102662,598.04752851711
15,15,536.92527173913,624.407608695652
15,16,295.272349272349,618.349272349272
15,17,95.9170403587444,628.57399103139
15,18,496.881374722838,645.10088691796
