ImageNumber,BorderedCells_Number_Object_Number,BorderedCells_Location_Center_X,BorderedCells_Location_Center_Y,BorderedCells_ObjectSkeleton_NumberBranchEnds_MorphologicalSkltn,BorderedCells_ObjectSkeleton_NumberNonTrunkBranchs_MrphlgclSkltn,BorderedCells_ObjectSkeleton_NumberTrunks_MorphologicalSkeleton,BorderedCells_ObjectSkeleton_TotalObjectSkltnLngth_MrphlgclSkltn,BorderedCells_Parent_Cells
5,11,979.322061191626,917.429951690821,4,2,3,43.7989904284477,11
5,12,705.988115449915,926.609507640068,2,0,2,12.6568545103073,12
5,13,680.284403669725,924.757798165138,0,0,0,0.0,13
5,14,1010.30334190231,922.696658097686,0,0,0,0.0,14
5,15,591.420494699647,927.485276796231,2,1,1,42.2132042646408,15
5,16,1386.75061124694,924.966992665037,3,4,1,79.1837673783302,16
5,17,631.9176882662,929.984238178634,1,0,1,4.82842719554901,17
5,18,1345.00627943485,930.682888540031,0,0,0,0.0,18
5,19,1208.16666666667,939.101041666667,4,1,3,31.7279223203659,19
5,20,1306.40217391304,941.009316770186,1,0,3,15.0,20
5,21,1435.25115562404,940.129429892142,5,0,6,20.8994951248169,21
5,22,1258.5488372093,936.348837209302,3,0,3,34.31370896101,22
5,23,1489.03197674419,943.808139534884,3,0,3,14.2426408529282,23
5,24,1118.34246575342,937.23801369863,4,2,2,68.8700588345528,24
5,25,458.633977900553,945.805248618784,1,0,1,10.6568543314934,25
5,26,1068.65159128978,938.834170854271,0,0,0,0.0,26
5,27,269.215291750503,945.961770623742,1,0,1,2.0,27
5,28,682.150715900528,965.485305199699,2,0,2,14.656854391098,28
5,29,588.229461756374,949.212464589235,4,3,3,86.9411265850067,29
5,30,642.965644171779,967.133742331288,0,0,1,0.0,30
5,31,613.5184,968.0784,3,1,2,14.0710679888725,31
5,32,397.503370786517,981.831460674157,2,0,2,3.41421353816986,32
5,33,813.825040128411,973.720706260032,0,0,0,0.0,33
5,34,525.50303030303,973.045454545454,7,3,4,44.7989906072617,34
5,35,726.928294573643,983.118217054264,2,0,2,9.65685421228409,35
5,36,337.038416763679,982.917345750873,1,0,1,3.41421365737915,36
5,37,479.444785276074,989.812883435583,1,0,1,18.1421356201172,37
5,38,817.278911564626,986.914965986395,0,0,0,0.0,38
5,39,437.141148325359,1011.46770334928,1,0,2,1.41421353816986,39
5,40,761.92214532872,1048.81833910035,0,0,0,0.0,40
5,41,1171.43163538874,1903.92225201072,2,0,3,16.4852816462517,41
5,42,1201.6537037037,1924.45740740741,5,1,4,70.7989910244942,42
4,1,1371.36467236467,957.732193732194,2,0,2,22.7279224991798,1
4,2,1287.36853685369,1069.39493949395,3,0,3,34.6274174451828,2
4,3,1335.15425531915,1155.2890070922,0,0,0,0.0,3
4,4,1521.72474377745,1227.58711566618,2,0,4,6.24264067411423,4
4,5,1534.07578008915,1247.41307578009,1,0,2,2.0,5
4,6,1540.17478991597,1275.66218487395,2,0,4,6.41421353816986,6
4,7,1364.51676829268,1311.53201219512,0,0,0,0.0,7
4,8,1413.14711359404,1313.17690875233,3,0,5,46.1421359777451,8
4,9,1545.19141104294,1313.99018404908,5,2,6,43.0416310429573,9
4,10,1429.49155269509,1336.84231697506,3,1,2,19.8284273147583,10
4,11,1586.19044062733,1353.56758775205,2,3,2,35.6274172663689,11
4,12,1543.63134657837,1349.26931567329,2,0,2,3.0,12
4,13,1334.27860696517,1350.35323383085,4,2,2,86.4974758625031,13
4,14,1343.65408805031,1370.91666666667,4,2,3,46.4558448791504,14
4,15,1497.00511508951,1360.4168797954,1,0,3,4.41421359777451,15
4,16,1392.67810457516,1369.57843137255,1,1,1,7.82842713594437,16
4,17,1435.21652421652,1369.48433048433,1,0,3,3.41421359777451,17
4,18,1433.81164383562,1390.22773972603,4,2,4,63.0416312217712,18
4,19,1461.81440443213,1415.09972299169,0,0,1,3.41421359777451,19
4,20,1012.7566539924,1543.57414448669,1,0,1,41.6984853744507,20
4,21,1030.50074738416,1612.57100149477,0,0,0,0.0,21
4,22,1371.83861236802,1620.30920060332,0,0,0,0.0,22
2,1,681.028037383178,299.2,3,2,2,67.2548353075981,1
2,2,945.002452984464,765.218315617334,1,0,2,2.82842707633972,2
2,3,1165.80595238095,937.579761904762,0,0,0,0.0,3
2,4,1596.08031496063,967.95905511811,1,0,1,7.24264079332352,4
2,5,1069.76394052045,989.826208178439,4,0,4,42.6984851360321,5
2,6,1542.26121076233,1015.40470852018,1,0,2,4.82842725515366,6
2,7,1148.35196374622,1034.25075528701,5,3,2,132.024389207363,7
2,8,1533.47173144876,1045.02473498233,6,3,3,82.2548349499702,8
2,9,1497.91808596918,1113.35442011354,5,3,3,60.6274176239967,9
2,10,1483.22778675283,1159.21890145396,1,0,3,15.6568542718887,10
2,11,1454.65701042874,1196.38122827346,6,4,2,95.1543301343918,11
2,12,1232.40733944954,1263.50458715596,3,2,1,36.6274176239967,12
2,13,1388.31707317073,1287.10975609756,2,0,2,29.2132036089897,13
2,14,917.69163545568,1312.26966292135,1,0,1,4.82842725515366,14
2,15,1362.31622746186,1330.78363384189,2,1,1,30.7279227972031,15
2,16,1260.38033395176,1431.38589981447,0,0,0,0.0,16
2,17,1293.56784968685,1446.56576200418,6,4,3,68.4264076948166,17
2,18,1265.5981595092,1462.30981595092,1,0,2,10.0710679292679,18
2,19,1246.19230769231,1480.53846153846,6,4,4,95.8111841082573,19
2,20,1114.49829931973,1485.6887755102,2,0,2,49.9705634117126,20
2,21,1247.81791907514,1496.63294797688,0,0,2,0.0,21
2,22,1214.60565723794,1513.91181364393,4,2,4,45.2842718362808,22
3,1,1113.58189655172,15.7514367816092,0,0,0,0.0,1
3,2,1102.016,164.678,1,0,1,9.82842725515366,2
3,3,308.113256113256,879.14157014157,1,0,3,31.6274173855782,3
3,4,650.933244325768,885.79305740988,5,1,4,35.3847767114639,4
3,5,459.302579365079,884.328373015873,7,6,3,114.568544328213,5
3,6,745.043956043956,895.013186813187,3,1,2,26.5563496351242,6
3,7,794.997395833333,896.046875,3,1,2,38.2132038474083,7
3,8,772.251497005988,901.538922155689,0,0,0,0.0,8
3,9,559.959722222222,906.727777777778,0,0,0,0.0,9
3,10,822.317380352645,910.871536523929,5,2,3,46.3847770690918,10
3,11,594.388261851016,924.047404063205,2,1,1,32.5563498139381,11
3,12,626.771134020619,924.164948453608,2,1,1,19.31370896101,12
3,13,938.128851540616,926.014005602241,5,3,2,51.870058298111,13
3,14,650.747228381375,931.556541019956,0,0,0,0.0,14
3,15,756.079617834395,926.535031847134,0,0,0,0.0,15
3,16,711.472067039106,928.533519553073,4,3,2,64.284272134304,16
3,17,735.444785276074,930.938650306748,0,0,1,3.0,17
3,18,814.166666666667,942.331349206349,1,0,1,5.82842713594437,18
3,19,840.296296296296,935.486419753086,3,2,2,42.9705636501312,19
3,20,1013.34429400387,937.89748549323,4,2,2,49.1126990318298,20
3,21,1071.39682539683,942.520634920635,0,0,0,0.0,21
3,22,907.997311827957,945.051075268817,6,5,2,78.4558447599411,22
3,23,946.774038461538,947.480769230769,0,0,0,0.0,23
3,24,756.397183098592,955.0,2,0,2,5.41421359777451,24
3,25,1919.08436724566,963.140198511166,1,0,1,7.24264085292816,25
3,26,647.927536231884,960.090177133655,6,3,3,90.7401167154312,26
3,27,1466.38157894737,960.910087719298,5,3,2,37.3847768306732,27
3,28,1144.22540983607,963.598360655738,12,9,4,217.78174841404,28
3,29,1178.45967741935,970.494623655914,2,1,1,18.485281765461,29
3,30,1913.7099533437,1014.97978227061,0,0,0,0.0,30
3,31,1906.86351706037,1061.6062992126,3,3,3,62.2132042646408,31
3,32,713.78293135436,1340.79684601113,2,2,2,67.0121946334839,32
3,33,979.960348162476,1806.67117988395,4,2,2,46.3847767114639,33
6,1,1041.67408585056,1183.41017488076,1,0,1,6.41421365737915,1
6,2,1059.94751009421,1280.57469717362,5,3,2,46.2842718958855,2
6,3,1083.42076502732,1321.81557377049,1,0,1,16.8994954228401,3
6,4,1108.21816168328,1379.00442967885,1,0,2,19.2426409125328,4
6,5,1130.83969465649,1417.66284987277,1,0,1,2.41421359777451,5
6,6,1099.86153846154,1424.63269230769,2,0,2,34.3847768902779,6
6,7,1130.56050955414,1445.40127388535,2,1,4,37.3847770690918,7
6,8,911.604137931034,1513.29793103448,1,0,1,1.0,8
6,9,1183.68595041322,1570.34710743802,2,1,1,75.6984862089157,9
6,10,1199.8364116095,1604.36147757256,0,0,0,0.0,10
6,11,972.85974025974,1602.07012987013,1,0,1,40.6274176836014,11
6,12,1039.88952380952,1618.95238095238,7,4,3,86.7695539593697,12
6,13,1207.83572110793,1642.06017191977,1,0,5,2.0,13
6,14,1174.0125,1657.9125,2,0,3,6.8284273147583,14
6,15,1239.69082125604,1663.83574879227,0,0,0,0.0,15
6,16,1042.01002506266,1674.57142857143,3,0,3,32.1421360373497,16
6,17,1204.38853503185,1672.32802547771,0,0,0,0.0,17
6,18,1066.94922737307,1682.25165562914,6,3,3,48.6274178028107,18
6,19,1171.35684647303,1697.68257261411,3,3,2,52.8700586557388,19
6,20,1138.76483050847,1701.88347457627,1,0,1,20.1421360373497,20
6,21,1035.7490396927,1708.00256081946,5,1,4,42.6274176239967,21
6,22,1070.18860510806,1723.78388998035,3,1,3,35.142136156559,22
6,23,1160.95942720764,1723.05489260143,1,0,2,4.82842713594437,23
6,24,1070.17484662577,1746.69325153374,0,0,1,0.0,24
6,25,1113.65,1765.21071428571,6,3,3,83.4974753856659,25
6,26,1045.46363636364,1772.20727272727,0,0,2,0.0,26
6,27,884.531806615776,1770.86259541985,0,0,0,0.0,27
6,28,1068.3247311828,1782.82580645161,0,0,0,0.0,28
6,29,748.419525065963,1795.10290237467,2,0,2,6.82842725515366,29
6,30,1016.85240963855,1813.64156626506,2,1,1,25.0710682868958,30
6,31,1049.84946236559,1827.38440860215,1,0,1,6.82842719554901,31
6,32,1221.06504065041,1855.01422764228,0,0,0,0.0,32
6,33,701.998427672956,1883.01100628931,1,0,1,8.8284273147583,33
6,34,827.983024691358,1926.39660493827,1,0,1,25.7989899516106,34
6,35,664.141860465116,1936.53023255814,1,0,1,4.41421365737915,35
6,36,682.66339869281,1933.56862745098,1,0,1,33.4558442831039,36
7,1,1558.37664473684,15.3240131578947,4,1,3,51.0416314005852,1
7,2,1488.2297029703,25.1524752475248,2,0,4,6.82842719554901,2
7,3,1327.13066666667,24.3733333333333,1,0,1,4.41421365737915,3
7,4,1511.17543859649,35.4671052631579,0,0,1,0.0,4
7,5,1459.59615384615,66.5448717948718,3,2,1,42.1421364545822,5
7,6,1492.92082111437,80.3709677419355,0,0,0,0.0,6
7,7,1664.29372197309,106.464125560538,0,0,0,0.0,7
7,8,1144.28976377953,136.045669291339,3,1,2,20.4852818250656,8
7,9,1271.06295754026,178.701317715959,1,0,1,24.3847763538361,9
7,10,1106.58713692946,190.701244813278,1,0,1,6.0,10
7,11,1125.09966777409,186.485049833887,5,3,2,88.568543612957,11
7,12,1146.35692307692,242.034871794872,2,0,2,18.7279223799706,12
7,13,819.013565891473,868.056201550388,3,0,3,16.8994952440262,13
7,14,942.462686567164,875.661691542289,7,3,4,75.9411265254021,14
7,15,902.966666666667,881.970588235294,3,0,3,15.6568544507027,15
7,16,751.456006768189,893.071912013536,2,0,3,27.3137089014053,16
7,17,1092.56073211314,890.594009983361,3,1,2,53.0416316390038,17
7,18,784.118980169972,890.838526912181,1,0,1,4.82842725515366,18
7,19,975.053947368421,900.081578947368,0,0,0,0.0,19
7,20,1031.87096774194,897.567741935484,3,1,3,31.5563495755196,20
7,21,894.185935637664,903.243146603099,1,0,1,2.0,21
7,22,1170.94960212202,900.663129973475,1,0,1,32.2132039666176,22
7,23,997.779411764706,907.564705882353,2,0,2,11.2426408529282,23
7,24,867.163636363636,908.894545454545,2,0,2,8.65685421228409,24
7,25,633.255913978495,906.165591397849,5,4,1,82.597981095314,25
7,26,814.102990033223,910.636212624585,2,1,1,19.4852818250656,26
7,27,841.203898050975,911.142428785607,0,0,0,0.0,27
7,28,1071.7820855615,914.423796791444,1,0,1,10.2426406741142,28
7,29,1111.20070422535,905.197183098592,1,0,1,17.4852818250656,29
7,30,1244.59090909091,907.657670454546,9,4,5,104.396970510483,30
7,31,659.297297297297,915.476947535771,0,0,1,0.0,31
7,32,787.239892183288,908.832884097035,0,0,1,0.0,32
7,33,364.314065510597,914.366088631985,0,0,0,0.0,33
7,34,1135.39285714286,914.384920634921,3,0,3,28.8994953632355,34
7,35,1045.73446327684,917.35593220339,2,0,2,11.6568545103073,35
7,36,1286.24791086351,931.214484679666,1,0,2,9.65685427188873,36
7,37,1339.7684729064,933.261083743842,1,0,7,19.4852817058563,37
7,38,377.108496732026,936.190849673203,2,1,1,21.3137089014053,38
7,39,1146.12925170068,936.789115646259,6,1,5,50.9705635309219,39
7,40,530.777464788732,942.185915492958,0,0,1,0.0,40
7,41,757.541012216405,944.574171029668,4,1,3,67.6984863877296,41
7,42,1426.06988352745,943.134775374376,7,7,4,129.982758045197,42
7,43,1393.50057937428,954.285052143685,2,0,3,35.7989904880524,43
7,44,1085.15430861723,947.086172344689,5,3,2,67.455844938755,44
7,45,559.694099378882,950.493788819876,0,0,0,0.0,45
7,46,1334.29867986799,948.747524752475,1,0,7,29.6274170875549,46
7,47,863.545045045045,950.316441441442,2,0,2,33.0710682868958,47
7,48,1187.3786407767,953.160194174757,2,0,3,9.24264079332352,48
7,49,682.125874125874,956.223776223776,2,0,2,4.41421359777451,49
7,50,1310.71128608924,958.112860892388,6,4,2,100.526913642883,50
7,51,1430.20397111913,963.400722021661,4,0,5,34.8994955420494,51
7,52,765.490166414523,972.105900151286,1,0,1,9.65685451030731,52
7,53,1480.42553191489,969.61094224924,2,0,2,10.656854391098,53
7,54,797.639303482587,970.621890547264,2,0,2,12.6568544507027,54
7,55,941.382629107981,986.784037558685,2,0,2,15.0710681676865,55
7,56,885.315789473684,991.165071770335,3,0,3,31.3847768306732,56
7,57,961.150557620818,1331.10408921933,0,0,0,0.0,57
7,58,1219.07174887892,1769.79372197309,0,0,0,0.0,58
7,59,1302.62608695652,1777.10144927536,1,0,1,1.41421353816986,59
7,60,1248.13499111901,1773.25754884547,0,0,0,0.0,60
7,61,1272.69952305246,1832.46899841017,3,0,3,17.3137086629868,61
7,62,1320.47870778267,1832.49779735683,1,0,1,16.0710678696632,62
7,63,1159.44311377246,1832.57884231537,1,0,1,1.41421353816986,63
7,64,1236.95942028985,1834.53333333333,1,0,2,2.41421359777451,64
7,65,1184.68828451883,1857.94560669456,1,0,1,1.0,65
7,66,1412.61354581673,1870.87782204515,4,0,4,34.3847768306732,66
7,67,1401.44759206799,1897.35835694051,2,0,2,10.656854391098,67
7,68,1530.23648648649,1896.90540540541,1,0,1,1.41421353816986,68
7,69,1430.03783783784,1910.61261261261,3,1,3,35.6274173259735,69
7,70,1464.84331797235,1909.7465437788,3,1,3,42.1421362161636,70
7,71,1339.39302325581,1924.33953488372,2,0,2,7.24264067411423,71
7,72,1397.93314763231,1929.61559888579,1,0,1,2.41421359777451,72
7,73,1374.71966527197,1928.80753138075,2,0,2,25.3137089014053,73
8,1,1184.99388004896,17.4088127294982,1,0,2,1.0,1
8,2,1251.75403225806,9.70564516129032,4,1,3,26.8994954824448,2
8,3,1395.84235517569,26.0854700854701,2,0,3,48.4558448791504,3
8,4,1421.98866855524,20.9801699716714,0,0,0,0.0,4
8,5,1448.05750798722,29.3865814696486,3,0,4,23.9705630540848,5
8,6,1370.87817258883,41.3079526226734,1,0,1,1.41421353816986,6
8,7,1436.95558375635,68.5329949238579,5,3,5,63.5269127488136,7
8,8,1554.26726057906,67.5590200445434,3,0,3,16.8994951248169,8
8,9,1456.57333333333,66.3166666666667,3,1,2,30.1421362757683,9
8,10,1257.03361344538,82.4397759103641,5,1,4,52.6984855532646,10
8,11,1418.12033195021,93.2157676348548,2,0,2,5.82842719554901,11
8,12,1336.24207492795,103.253602305476,6,2,4,63.840621471405,12
8,13,1276.81661891117,104.813753581662,7,5,2,96.0832630395889,13
8,14,1377.38691159587,122.830080367394,9,6,3,113.225398361683,14
8,15,1323.98442906574,121.721453287197,1,0,1,3.41421359777451,15
8,16,1428.47813822285,132.100141043724,2,0,2,42.041630923748,16
8,17,1344.71828665568,155.924217462932,1,0,1,5.65685415267944,17
8,18,1313.62533333333,162.726666666667,1,0,1,13.8994950652122,18
8,19,1284.05037313433,161.914179104478,3,2,1,29.5563498139381,19
8,20,1315.62178217822,195.938613861386,4,1,5,69.7695541977882,20
8,21,1275.88181818182,194.025,2,0,2,27.5563495159149,21
8,22,1618.50668647845,223.160475482912,7,5,2,83.1837674379349,22
8,23,1279.62816901408,225.639436619718,0,0,0,0.0,23
8,24,1187.28421052632,237.541052631579,2,0,2,9.82842725515366,24
8,25,1259.49400479616,282.952038369305,1,0,1,6.82842725515366,25
8,26,1279.64072847682,289.37417218543,2,1,1,10.656854391098,26
8,27,1328.55709342561,308.688581314879,2,1,1,19.485281765461,27
8,28,1181.60568603214,317.770086526576,2,0,2,28.0710680484772,28
8,29,1275.53913043478,331.391304347826,4,1,3,27.3137087225914,29
8,30,1023.71449704142,447.674556213018,2,0,2,67.1837676167488,30
8,31,908.507296137339,728.291845493562,2,0,3,36.1421364545822,31
8,32,1144.93964334705,831.721536351166,4,2,2,75.7989906668663,32
8,33,1086.78417266187,925.011990407674,5,4,4,110.497476220131,33
8,34,1172.61946902655,940.441002949852,7,4,4,139.882252752781,34
8,35,1016.61583577713,948.598240469208,2,1,1,32.1421360373497,35
8,36,1200.40682414698,957.438320209974,4,3,4,81.01219445467,36
8,37,1324.39057591623,966.903664921466,11,8,3,175.509670734406,37
8,38,1179.55106382979,968.651063829787,4,2,3,47.7695529460907,38
8,39,1136.06644790812,975.990976210008,2,0,2,11.4852814674377,39
8,40,1087.74311926606,986.410550458716,2,1,1,35.5563497543335,40
8,41,1029.5236294896,985.705103969754,4,0,4,36.1421362757683,41
8,42,1369.47521367521,983.950427350427,2,0,2,12.6568545103073,42
8,43,1409.59498956159,988.695198329854,14,12,4,256.178719520569,43
8,44,794.256735340729,994.94294770206,1,0,1,3.0,44
8,45,200.740651387214,1002.73462002413,5,1,4,34.4852818250656,45
8,46,573.792650918635,996.522309711286,2,1,1,27.7279226183891,46
8,47,1256.39646464646,999.14898989899,3,2,1,27.9705630540848,47
8,48,1178.50245700246,1008.18304668305,13,10,3,157.639612436295,48
8,49,1401.75177304965,1008.37825059102,5,2,3,44.2132043242455,49
8,50,1302.77412731006,1013.44147843943,1,0,2,12.828427195549,50
8,51,1350.36570561457,1012.68285280728,2,0,3,11.6568543314934,51
8,52,1014.55303030303,1016.94191919192,2,0,2,9.07106786966324,52
8,53,1232.36656891496,1021.74926686217,9,6,5,131.22539883852,53
8,54,1147.73846153846,1025.17820512821,6,4,2,84.7695542573929,54
8,55,1405.14046822742,1024.15719063545,7,4,3,168.053826510906,55
8,56,1077.41434846266,1051.22547584187,6,2,4,27.4852817058563,56
8,57,1018.80843585237,1058.64499121265,8,4,4,78.8406213521957,57
8,58,741.14135021097,1065.08438818565,4,0,4,32.5563498735428,58
8,59,841.241042345277,1077.61563517915,3,0,3,17.899494946003,59
8,60,1182.59586466165,1564.28383458647,1,0,1,2.82842707633972,60
8,61,1412.8356741573,1758.98876404494,1,0,1,44.2132041454315,61
8,62,1438.62912087912,1775.57967032967,0,0,0,0.0,62
8,63,1730.53770086527,1787.20395550062,4,1,3,85.1837671995163,63
8,64,1369.59895833333,1781.29340277778,2,1,2,17.7279222011566,64
8,65,1354.87826086957,1803.97391304348,1,0,1,9.65685451030731,65
8,66,1441.68133802817,1814.2588028169,1,0,1,4.41421359777451,66
8,67,1390.05235602094,1815.7277486911,3,1,2,34.9705631732941,67
8,68,1697.25943396226,1838.84905660377,9,9,2,165.923884272575,68
8,69,1269.8132118451,1861.96583143508,2,0,2,11.0710678696632,69
8,70,1606.99330357143,1886.76785714286,5,3,2,47.4558444619179,70
8,71,1341.45663716814,1902.66017699115,0,0,0,0.0,71
8,72,1542.92717086835,1905.03641456583,13,10,3,203.580739021301,72
8,73,1681.14670658683,1907.15568862275,9,7,4,183.024389207363,73
8,74,1366.32258064516,1908.91733870968,2,1,1,16.8994951844215,74
8,75,1443.48358208955,1924.70149253731,1,0,1,16.3137089014053,75
9,1,1703.36111111111,23.2083333333333,2,0,2,30.1421357989311,1
9,2,1689.61940298507,69.9944029850746,2,0,2,70.1127001643181,2
9,3,1543.99862637363,104.046703296703,3,0,3,13.0710678696632,3
9,4,1626.29411764706,122.461764705882,1,0,1,18.31370896101,4
9,5,1406.84257602862,151.109123434705,2,1,1,22.7279222607613,5
9,6,1584.29048843188,153.305912596401,3,2,1,48.7279227375984,6
9,7,1574.53054101222,170.061082024433,5,3,2,97.1126996874809,7
9,8,1645.45795601552,176.384217335058,3,0,3,29.9705629944801,8
9,9,1639.56843800322,202.743961352657,1,0,1,1.41421353816986,9
9,10,1600.42894736842,203.086842105263,6,4,2,138.56854480505,10
9,11,1509.88423864648,238.924309884239,5,3,2,69.5269128680229,11
9,12,1599.69075144509,329.140173410405,4,2,2,87.9411269426346,12
9,13,1461.1724137931,407.026525198939,2,0,3,8.41421365737915,13
9,14,1225.62267080745,730.021739130435,0,0,0,0.0,14
9,15,1811.37116564417,779.273006134969,1,0,1,5.41421365737915,15
9,16,1411.68273092369,786.556224899598,2,0,2,38.4558446407318,16
9,17,1498.75912408759,791.596107055961,9,5,4,105.497476398945,17
9,18,1561.33526682135,830.020881670534,0,0,0,0.0,18
9,19,1227.23154848046,853.758321273517,4,1,3,10.6568544507027,19
9,20,1781.23123732252,854.707910750507,5,2,3,42.7989907860756,20
9,21,1132.35007849294,902.142857142857,1,0,1,14.4852815270424,21
9,22,1207.62189054726,931.63184079602,1,0,1,2.41421359777451,22
9,23,1188.88339920949,944.691699604743,0,0,0,0.0,23
9,24,1358.30579964851,960.072056239016,2,1,3,39.0416312217712,24
9,25,1157.43055555556,973.467171717172,2,0,2,29.5563496351242,25
9,26,1328.71729957806,970.342827004219,3,2,1,65.9705635905266,26
9,27,900.418439716312,971.575650118203,0,0,1,4.82842725515366,27
9,28,1386.88983050847,972.447457627119,4,5,1,123.740117311478,28
9,29,939.325,977.706666666667,2,0,3,32.3847766518593,29
9,30,906.57421875,1002.24088541667,1,0,1,3.82842713594437,30
9,31,1494.56896551724,1050.16300940439,1,0,2,17.8994952440262,31
9,32,1417.00144508671,1068.29335260116,1,0,1,17.313708782196,32
9,33,1466.55068493151,1075.21780821918,10,5,8,127.254835784435,33
9,34,1545.11421319797,1077.29441624365,3,1,2,64.355339884758,34
9,35,1389.76620825147,1084.4047151277,2,0,2,34.0416312813759,35
9,36,1441.28974358974,1081.22820512821,1,0,2,4.41421365737915,36
9,37,1598.88192771084,1082.77108433735,1,0,1,6.82842725515366,37
9,38,1296.29612403101,1092.92093023256,1,0,1,2.0,38
9,39,1482.62099125364,1104.53352769679,6,5,1,114.840621769428,39
9,40,1575.82472324723,1114.19741697417,7,5,2,126.710679411888,40
9,41,1429.78529980658,1117.95357833656,6,2,4,67.1837671995163,41
9,42,1757.6679245283,1121.52641509434,5,3,2,72.1837669014931,42
9,43,1469.33727810651,1144.48717948718,7,7,2,118.639612436295,43
9,44,1340.15751789976,1142.56324582339,3,2,1,56.2842724919319,44
9,45,1670.22268041237,1150.19484536082,6,3,3,86.7401165366173,45
9,46,1731.07981927711,1147.31325301205,4,1,3,18.313708782196,46
9,47,1589.58186397985,1152.22166246851,5,5,5,103.497475743294,47
9,48,942.889352818372,1182.4133611691,3,0,4,16.656854391098,48
9,49,1602.09230769231,1216.18615384615,10,7,3,208.894447684288,49
9,50,1655.28571428571,1221.15637065637,6,3,5,67.8406206965446,50
9,51,1413.63601532567,1259.66858237548,1,0,1,10.0710680484772,51
9,52,1338.61549497848,1266.53658536585,1,0,1,1.41421353816986,52
9,53,1296.61818181818,1305.72587412587,2,0,2,37.8994955420494,53
9,54,1504.19747235387,1382.52448657188,1,0,1,6.41421359777451,54
9,55,1217.58699808795,1518.61950286807,1,0,1,8.65685445070267,55
9,56,1289.98687664042,1564.00524934383,1,0,1,9.65685439109802,56
9,57,1396.41354723708,1578.76648841355,0,0,0,0.0,57
9,58,1516.1062992126,1622.93963254593,5,3,2,51.1126992106438,58
9,59,1237.91060903733,1643.28781925344,1,0,1,6.41421365737915,59
9,60,1414.02988505747,1635.88275862069,4,2,2,25.7279224395752,60
9,61,1555.82056892779,1645.26258205689,1,0,1,2.41421359777451,61
9,62,1352.94106813996,1645.605893186,2,0,2,25.7279226183891,62
9,63,1465.10091743119,1641.94862385321,0,0,0,0.0,63
9,64,1515.58370535714,1679.58928571429,7,3,4,89.0121949911118,64
9,65,1362.88141025641,1689.44551282051,2,0,2,19.0710680484772,65
9,66,1491.03696098563,1708.37371663244,1,0,1,6.24264067411423,66
9,67,1404.06870229008,1731.47328244275,1,0,1,2.0,67
9,68,1514.11822660099,1747.50985221675,4,0,4,22.485281765461,68
9,69,1733.49519230769,1750.53846153846,0,0,0,0.0,69
9,70,1480.41891891892,1755.19459459459,6,4,2,70.4264075756073,70
9,71,1698.3600973236,1758.75669099757,0,0,0,0.0,71
9,72,1589.45751633987,1772.40849673203,0,0,0,0.0,72
9,73,1434.27848101266,1779.07172995781,3,2,1,29.5563495159149,73
9,74,1519.72549019608,1776.04201680672,3,2,1,36.5563495159149,74
9,75,1549.7610619469,1783.84365781711,0,0,0,0.0,75
