ImageNumber,BorderedCells_Number_Object_Number,BorderedCells_Location_Center_X,BorderedCells_Location_Center_Y,BorderedCells_ObjectSkeleton_NumberBranchEnds_MorphologicalSkltn,BorderedCells_ObjectSkeleton_NumberNonTrunkBranchs_MrphlgclSkltn,BorderedCells_ObjectSkeleton_NumberTrunks_MorphologicalSkeleton,BorderedCells_ObjectSkeleton_TotalObjectSkltnLngth_MrphlgclSkltn,BorderedCells_Parent_Cells
73,19,1298.78005591799,907.246039142591,5,0,6,24.0710681676865,19
73,20,1086.10047281324,915.385342789598,5,1,5,35.3847771286964,20
73,21,680.819362455726,932.990554899646,7,4,5,122.781747281551,21
73,22,1142.69328493648,925.010889292196,2,1,1,16.0710681676865,22
73,23,1354.00827966881,935.971481140754,11,12,3,259.036583900452,23
73,24,1312.17303370787,941.838202247191,1,0,2,5.24264067411423,24
73,25,1258.44776119403,948.777985074627,5,3,3,51.0416309833527,25
73,26,1055.35207100592,963.53550295858,3,2,1,69.9411263465881,26
73,27,1218.62227074236,968.818777292576,1,0,2,9.8284273147583,27
73,28,595.153191489362,966.536170212766,0,0,0,0.0,28
73,29,1310.98094170404,977.382286995516,8,7,3,242.592932343483,29
73,30,1283.34307692308,982.587692307692,1,0,2,10.4852813482285,30
73,31,1245.34482758621,992.775862068966,6,2,5,40.3847773075104,31
73,32,1429.50915141431,1019.00166389351,1,0,1,7.82842725515366,32
73,33,1452.46578366446,1032.22737306843,8,4,4,82.012194275856,33
73,34,1679.06948640483,1041.67371601208,2,0,2,30.7989904880524,34
73,35,1315.04436229205,1062.61552680222,6,2,4,141.639613091946,35
73,36,1410.52117263844,1090.34853420195,4,3,1,98.5979812145233,36
73,37,1296.91403286979,1106.66245259166,8,1,7,79.183767080307,37
73,38,1346.19346049046,1145.46866485014,7,5,4,166.124894499779,38
73,39,1520.47481243301,1226.46838156484,3,1,2,178.953321874142,39
73,40,1539.94874715262,1473.67881548975,3,4,2,146.811186015606,40
73,41,1614.68106312292,1652.29900332226,4,1,3,38.7279224395752,41
73,42,1635.88571428571,1872.85714285714,3,1,2,10.2426407933235,42
74,1,1344.89790897909,587.89667896679,2,0,3,86.6690484881401,1
74,2,1334.13490959666,735.293463143254,5,3,2,123.882253110409,2
74,3,380.807580174927,770.599125364432,4,1,3,145.053826749325,3
74,4,1362.47396176664,786.553065260382,8,5,8,139.124893426895,4
74,5,1259.76433121019,773.697452229299,1,0,2,10.656854391098,5
74,6,1170.20650406504,809.671544715447,6,3,3,42.7989902496338,6
74,7,1349.81875,814.040625,1,0,1,2.41421353816986,7
74,8,1225.12541254125,829.767326732673,2,1,1,59.9411267638206,8
74,9,1413.96963562753,822.943319838057,6,3,5,94.5979811549187,9
74,10,1321.82157123835,842.944740346205,15,11,4,214.752311527729,10
74,11,1246.90717299578,851.718143459916,3,1,3,31.7989904284477,11
74,12,1437.80536912752,849.236577181208,5,2,3,69.8700587749481,12
74,13,1172.44659377628,869.644238856182,10,4,8,154.539107918739,13
74,14,1272.14646464646,861.631313131313,6,3,3,53.284272134304,14
74,15,660.007092198582,906.187943262411,2,0,3,41.6274173855782,15
74,16,1243.29276315789,888.861842105263,8,1,7,71.0121939182281,16
74,17,1405.13963963964,911.705705705706,4,1,3,43.8700582385063,17
74,18,1205.28084415584,909.095779220779,2,0,2,9.82842725515366,18
74,19,1127.72643442623,914.199795081967,2,0,2,5.82842719554901,19
74,20,1264.49084249084,919.824175824176,5,4,2,65.9411268234253,20
74,21,1072.56262833676,941.724845995893,5,2,3,69.3553406596184,21
74,22,1292.75047801147,937.982791586998,0,0,1,1.0,22
74,23,1459.27910447761,941.685074626866,6,3,3,103.012194395065,23
74,24,1224.82,948.401818181818,0,0,0,0.0,24
74,25,1030.23157894737,957.114035087719,4,1,3,34.2132034897804,25
74,26,1051.24251968504,972.859842519685,1,0,2,5.41421359777451,26
74,27,1338.59420289855,1016.26877470356,4,4,2,104.254836201668,27
74,28,1429.3129459735,1012.99592252803,9,4,5,106.426408171654,28
74,29,1321.70703764321,1085.45499181669,5,3,2,64.4264073371887,29
74,30,1504.3264957265,1335.8358974359,3,2,1,84.7695540189743,30
74,31,1714.63549618321,1874.5572519084,2,0,2,30.4852816462517,31
75,1,156.663619744059,593.475319926874,2,1,3,39.2132039666176,1
75,2,615.886446886447,664.871794871795,1,0,1,11.0,2
75,3,707.358657243816,674.871024734982,2,0,2,34.1421360373497,3
75,4,703.012195121951,762.144308943089,0,0,0,0.0,4
75,5,13.3400309119011,769.913446676971,4,1,3,54.1126990318298,5
75,6,1006.89009287926,824.996904024768,12,8,4,234.965515851974,6
75,7,916.896551724138,811.674137931034,1,0,2,4.82842719554901,7
75,8,419.744408945687,821.022364217252,3,2,1,86.6984865069389,8
75,9,130.94633273703,822.855098389982,2,0,2,25.1421360969543,9
75,10,72.0877192982456,835.703703703704,1,0,1,2.0,10
75,11,269.265873015873,834.494047619048,1,0,1,19.4852816462517,11
75,12,48.1052631578947,841.556786703601,1,0,1,7.82842713594437,12
75,13,96.5681063122924,842.963455149502,0,0,0,0.0,13
75,14,117.287878787879,850.800865800866,6,2,4,41.3847768902779,14
75,15,1247.66382978723,844.689361702128,5,4,1,88.8406217694283,15
75,16,979.097368421053,847.934210526316,4,2,2,70.4558452963829,16
75,17,1240.96276595745,865.856382978723,2,0,2,20.0710680484772,17
75,18,1177.15873015873,873.073412698413,6,4,2,76.7695542573929,18
75,19,698.66582278481,878.825316455696,0,0,0,0.0,19
75,20,970.274111675127,891.271573604061,1,0,1,26.8994954228401,20
75,21,96.5542949756888,903.429497568882,8,5,3,133.78174829483,21
75,22,953.591985428051,905.344262295082,6,4,2,118.396971523762,22
75,23,1154.09846153846,903.086153846154,3,2,1,64.7695536613464,23
75,24,1232.36945812808,907.886699507389,3,2,1,70.8406217098236,24
75,25,884.267100977199,909.13680781759,1,0,1,8.41421359777451,25
75,26,938.971319311664,933.738049713193,5,2,3,89.6984863877296,26
75,27,505.593320235756,944.713163064833,0,0,0,0.0,27
75,28,1042.19381443299,953.158762886598,2,1,1,16.0710679888725,28
75,29,948.94819466248,970.359497645212,2,0,2,19.8994953036308,29
75,30,1133.7898448519,976.433004231312,5,3,2,84.4264081716537,30
75,31,1273.16552901024,990.242320819113,1,0,1,1.0,31
75,32,364.483082706767,992.432330827068,3,0,3,41.6984855532646,32
75,33,1091.35946462715,995.305927342256,1,0,1,4.82842713594437,33
75,34,973.188461538462,1009.79615384615,3,0,3,16.8994951248169,34
75,35,204.853801169591,1032.27923976608,1,0,1,2.41421359777451,35
75,36,978.194207836457,1035.05110732538,0,0,0,0.0,36
75,37,276.427135678392,1119.45728643216,6,3,3,100.568543255329,37
75,38,276.903878583474,1166.36593591906,1,0,1,47.2132043242455,38
76,1,372.869655891554,328.323253388947,3,1,2,47.9705637097359,1
76,2,97.7055449330784,413.604206500956,1,0,1,38.4558444619179,2
76,3,169.996960486322,563.562310030395,5,3,2,99.7401170134544,3
76,4,275.079044117647,658.284926470588,0,0,0,0.0,4
76,5,114.894941634241,677.075875486381,7,5,2,112.15433037281,5
76,6,171.438144329897,686.829896907216,4,2,2,28.7989900112152,6
76,7,641.841240875912,700.574817518248,2,0,2,55.2132040262222,7
76,8,824.80229226361,693.369627507163,0,0,0,0.0,8
76,9,324.554455445545,709.438118811881,0,0,0,0.0,9
76,10,1120.66503667482,783.503667481663,13,10,3,138.396971404552,10
76,11,57.6353135313531,798.651815181518,2,1,1,21.8994952440262,11
76,12,38.4521193092622,807.591836734694,3,2,1,35.7989904880524,12
76,13,302.713402061856,812.707216494845,3,2,1,27.5563495159149,13
76,14,752.145922746781,810.954935622318,1,0,1,2.41421359777451,14
76,15,864.555066079295,812.718061674009,1,0,1,3.82842713594437,15
76,16,265.704384724187,822.73125884017,4,2,3,47.5563498139381,16
76,17,23.763025210084,824.174789915966,2,0,2,33.0710681676865,17
76,18,1327.22245322245,823.170478170478,8,5,4,105.66904938221,18
76,19,161.649180327869,823.065573770492,1,0,1,1.41421353816986,19
76,20,1155.70320855615,826.542780748663,0,0,1,0.0,20
76,21,1348.60941828255,827.734072022161,6,4,2,111.568544566631,21
76,22,101.154269972452,832.65564738292,1,0,1,7.24264091253281,22
76,23,1191.03328509407,835.581765557164,0,0,0,0.0,23
76,24,1308.88872620791,854.724743777452,3,1,2,30.5563496351242,24
76,25,1575.16806722689,857.052100840336,6,2,4,86.2548353075981,25
76,26,896.998921251348,854.574973031284,3,1,2,60.4558444023132,26
76,27,1104.35053763441,861.870967741935,4,3,1,68.6984857320786,27
76,28,973.836585365854,853.051219512195,1,0,1,3.0,28
76,29,1433.69462365591,854.172043010753,4,1,3,69.1126995682716,29
76,30,865.330396475771,860.559471365639,0,0,0,0.0,30
76,31,1482.6460554371,887.592750533049,3,1,2,39.6274176836014,31
76,32,1354.21739130435,892.5,2,0,2,14.3137085437775,32
76,33,1147.92372881356,892.442796610169,3,1,2,27.7279224395752,33
76,34,1387.92408376963,893.277486910995,1,0,1,4.82842725515366,34
76,35,1316.01333333333,897.466666666667,11,10,1,207.409165859222,35
76,36,1337.40871934605,898.784741144414,3,2,1,40.1421363949776,36
76,37,1542.56657223796,908.609065155807,4,1,3,31.1421359181404,37
76,38,1195.90069686411,907.04181184669,1,0,1,5.82842713594437,38
76,39,1414.30569948187,910.94127806563,2,1,1,38.5563498139381,39
76,40,1250.67927927928,928.947747747748,5,2,3,74.1837674975395,40
76,41,1185.58602150538,938.829749103943,5,4,1,116.568544328213,41
76,42,1385.86150234742,934.704225352113,1,0,1,1.0,42
76,43,1211.38242894057,947.498708010336,1,0,1,9.24264073371887,43
76,44,145.431932773109,951.26218487395,1,0,1,2.41421359777451,44
76,45,220.997835497835,976.261904761905,2,1,1,25.3137089014053,45
76,46,806.971346704871,977.590257879656,1,0,2,19.2426409721375,46
76,47,1189.90282131661,982.805642633229,0,0,0,0.0,47
76,48,290.252173913043,994.044927536232,6,3,3,117.053826034069,48
76,49,88.7956204379562,1030.52189781022,0,0,0,0.0,49
76,50,231.856837606838,1048.78632478632,0,0,0,0.0,50
76,51,152.504255319149,1178.24042553191,1,0,1,26.7279225587845,51
76,52,120.122866894198,1294.41296928328,0,0,0,0.0,52
76,53,106.541501976285,1313.90118577075,1,0,1,26.38477653265,53
76,54,46.5027422303474,1507.50274223035,5,3,2,89.6690492630005,54
76,55,110.833644859813,1784.27757009346,3,1,2,109.840622365475,55
77,1,1258.45652173913,723.665551839465,1,0,1,65.6984862685204,1
77,2,1051.24885844749,811.087899543379,2,2,2,24.7279222607613,2
77,3,982.095087163233,830.897781299525,4,2,3,61.1837670207024,3
77,4,919.533604887984,885.024439918534,3,1,2,214.610176444054,4
77,5,994.608823529412,858.032352941176,0,0,0,0.0,5
77,6,1205.9991394148,870.453528399311,19,15,4,362.261981606483,6
77,7,1342.73111782477,972.104733131924,1,0,1,31.313708782196,7
77,8,1283.08108108108,997.482625482626,5,2,3,55.8700584173203,8
77,9,1111.3395252838,1014.73374613003,3,0,3,11.8284272551537,9
78,1,1398.72321428571,61.0915178571429,0,0,0,0.0,1
78,2,1075.06864064603,492.724091520861,6,3,3,99.254835486412,2
78,3,894.009132420091,500.301369863014,2,0,3,42.4558448791504,3
78,4,1030.47953216374,516.067251461988,4,3,1,47.5563498735428,4
78,5,1104.19894366197,534.577464788732,7,3,4,119.46803945303,5
78,6,1041.39451827243,545.357142857143,14,10,4,172.953321695328,6
78,7,875.98352553542,571.378912685338,3,1,2,47.8994955420494,7
78,8,1170.91792929293,587.127525252525,5,1,4,113.669049084187,8
78,9,1137.53587115666,610.594436310395,0,0,0,0.0,9
78,10,1099.78519855596,617.263537906137,1,0,1,14.656854569912,10
78,11,949.335294117647,664.636764705882,8,5,5,137.053826630116,11
78,12,1046.96401028278,666.790488431877,6,2,5,83.0121943950653,12
78,13,954.876386687797,686.068145800317,2,1,1,51.5269125103951,13
78,14,1286.82668500688,696.104539202201,5,1,4,69.7695534229279,14
78,15,1226.04830917874,692.099033816425,1,0,1,18.6568545103073,15
78,16,1419.30205949657,702.243707093822,10,6,5,135.539107263088,16
78,17,1150.34835355286,701.74870017331,13,9,5,207.580738723278,17
78,18,953.259970457902,714.586410635155,3,1,2,28.3137088418007,18
78,19,1214.03278688525,720.305514157973,4,2,2,65.8700588345528,19
78,20,1034.83768913343,727.986244841816,2,0,2,41.4558450579643,20
78,21,1008.608040201,742.413735343384,2,0,2,23.7279225587845,21
78,22,1410.17204301075,750.165322580645,8,4,6,147.580737411976,22
78,23,1251.20119521912,744.513944223108,4,1,3,31.6274169683456,23
78,24,1153.20149253731,768.09381663113,8,2,7,93.254835665226,24
78,25,668.727650727651,760.2079002079,4,2,2,99.2548352479935,25
78,26,1294.56476683938,759.082901554404,6,4,2,150.509670317173,26
78,27,1215.85429141717,761.297405189621,2,0,2,5.82842725515366,27
78,28,1249.10154525386,774.938189845475,4,1,4,64.6984858512878,28
78,29,1289.0887755102,781.612244897959,6,3,5,62.9411261677742,29
78,30,1329.96685082873,785.734806629834,5,2,3,77.0121939182281,30
78,31,1278.2380952381,820.411027568922,3,2,1,31.7279224991798,31
78,32,1117.92032967033,842.151098901099,7,3,4,123.497476577759,32
78,33,1140.1138952164,872.186788154897,6,4,2,109.769554316998,33
78,34,1309.61991584853,883.90603085554,11,6,5,213.592931449413,34
78,35,1237.02540415704,894.668591224018,3,0,3,76.4974758028984,35
78,36,1165.75422138837,920.362101313321,5,3,2,53.8700585365295,36
78,37,1199.44470046083,933.910138248848,2,1,1,58.6984860897064,37
78,38,1160.63927855711,1056.5751503006,7,4,3,427.511763453484,38
79,1,1164.3664874552,84.2562724014337,4,1,3,84.1837671995163,1
79,2,1449.09866220736,203.235785953177,1,0,1,16.6568545103073,2
79,3,1212.81565656566,214.464646464646,2,1,1,77.0121943354607,3
79,4,1260.89971346705,276.45558739255,0,0,0,0.0,4
79,5,1222.33725490196,345.662745098039,2,1,1,74.6690486073494,5
79,6,1327.18048780488,337.726829268293,2,1,1,119.012194991112,6
79,7,419.467703349282,341.631578947368,5,1,4,80.9116889238358,7
79,8,1210.3100871731,575.270236612702,6,4,2,71.5269130468369,8
79,9,1129.32554744526,648.258394160584,1,0,2,7.0710676908493,9
79,10,1304.49579831933,662.16106442577,10,7,3,163.267029941082,10
79,11,1366.3544973545,655.367724867725,2,0,2,57.6274178028107,11
79,12,1135.82040382572,717.597236981934,2,0,3,32.5563498139381,12
79,13,1180.2151675485,758.716931216931,12,4,8,122.539106607437,13
79,14,1305.4262295082,758.147540983607,7,5,2,114.225398719311,14
79,15,1326.05882352941,806.378582202112,7,2,5,73.3553400635719,15
79,16,1422.90797546012,809.849693251534,3,2,2,68.69848549366,16
79,17,1445.58620689655,817.689655172414,1,0,1,1.0,17
79,18,1124.58071748879,836.589686098655,1,0,1,81.7401170730591,18
79,19,1422.5782122905,842.243016759777,4,2,2,39.0416308045387,19
79,20,1132.29253731343,864.70447761194,2,0,2,12.2426408529282,20
79,21,333.439528023599,881.332350049164,0,0,2,4.82842725515366,21
79,22,1180.8696461825,885.01303538175,3,2,3,79.6690486073494,22
79,23,1269.33848797251,896.737113402062,6,4,4,98.0832625627518,23
79,24,1338.59510869565,928.15625,2,0,2,12.656854391098,24
79,25,1058.64761904762,945.921904761905,3,0,3,29.8994954824448,25
79,26,1001.29613733906,950.766094420601,11,6,5,132.982757866383,26
79,27,1066.41631799163,979.443514644352,1,0,1,6.65685421228409,27
79,28,1013.64176245211,988.05938697318,3,1,2,35.5563495755196,28
79,29,1344.04197530864,1003.0,1,0,1,12.0710681080818,29
79,30,1500.4685138539,1023.14609571788,1,0,1,2.0,30
79,31,1212.8498694517,1030.4046997389,1,0,1,17.8284272551537,31
79,32,1279.40882694541,1045.96631823461,6,2,5,67.3553399443626,32
79,33,1145.24469820555,1063.67210440457,1,0,1,23.8994951248169,33
79,34,1331.8250728863,1059.83673469388,7,4,5,209.509671866894,34
79,35,1564.77015437393,1073.48370497427,0,0,0,0.0,35
79,36,1628.98785425101,1104.07287449393,7,4,3,183.237592041492,36
79,37,1318.94654498044,1109.52803129074,0,0,0,0.0,37
79,38,1415.66246498599,1110.60504201681,8,5,3,147.610175549984,38
79,39,1527.64427480916,1202.36641221374,3,0,3,11.6568544507027,39
79,40,1484.17380352645,1227.24559193955,2,0,2,9.8284273147583,40
79,41,1325.5262295082,1253.35081967213,4,1,3,72.1126996874809,41
79,42,1786.6380952381,1441.7873015873,1,0,1,57.7279229164124,42
79,43,1540.63611859838,1571.35579514825,1,0,1,2.82842707633972,43
79,44,1538.10505836576,1595.046692607,1,0,1,44.8700581789017,44
79,45,1710.39104477612,1834.6,0,0,0,0.0,45
79,46,1291.00573613767,1851.60611854685,1,0,1,18.9705626964569,46
79,47,1549.83903420523,1863.24748490946,4,2,3,53.8700585365295,47
79,48,1569.16998468606,1927.59418070444,3,1,2,76.4558453559875,48
79,49,1424.44715447154,1928.84417344173,5,5,2,69.5269132852554,49
80,1,1211.13333333333,10.4356589147287,4,1,3,52.5269129872322,1
80,2,1158.2371234208,471.052478134111,5,4,3,95.4974759221077,2
80,3,1243.42052565707,567.071339173967,6,4,3,100.669049203396,3
80,4,1208.9273255814,571.50726744186,3,2,2,87.1126994490623,4
80,5,1300.28651685393,566.943820224719,0,0,0,0.0,5
80,6,1354.2131147541,592.893924783028,8,3,5,125.911690294743,6
80,7,1175.6140567201,610.468557336621,2,0,2,28.6274172067642,7
80,8,1355.44526445264,639.781057810578,9,6,3,159.124893844128,8
80,9,1273.84615384615,687.067873303167,8,5,4,152.509669959545,9
80,10,1608.05936073059,694.051750380518,2,0,2,29.9705629348755,10
80,11,1594.11044776119,716.889552238806,1,0,2,1.41421353816986,11
80,12,1465.64583333333,727.00744047619,7,2,9,127.911689579487,12
80,13,1297.11627906977,741.620751341682,11,7,4,214.651806652546,13
80,14,55.2121848739496,765.704831932773,5,3,2,43.7989901900291,14
80,15,1274.09090909091,784.198863636364,1,0,1,7.24264079332352,15
80,16,1288.59693877551,817.336734693878,8,5,4,136.154331028461,16
80,17,1316.07344632768,828.146892655367,3,0,4,52.1421362161636,17
80,18,1474.72163120567,835.656028368794,1,0,1,32.2132038474083,18
80,19,1416.18661971831,840.383802816901,0,0,1,0.0,19
80,20,1432.67486818981,840.520210896309,7,5,2,191.651806056499,20
80,21,778.033268101761,855.128180039139,2,0,2,52.5269123911858,21
80,22,1354.26525054466,861.252178649238,11,4,10,171.267029047012,22
80,23,1216.71242397915,856.165942658558,13,11,4,289.421361386776,23
80,24,1305.37906976744,905.508139534884,2,0,2,27.9705629944801,24
80,25,1278.1608040201,918.562814070352,3,1,2,50.4558448791504,25
80,26,1118.29525483304,938.52460456942,5,2,5,179.923884451389,26
80,27,1373.92063492063,954.928571428571,5,2,3,93.4974755644798,27
80,28,1536.06405228758,968.109803921569,4,1,3,100.46803933382,28
80,29,1673.7268722467,1663.18392070485,3,1,4,45.3847768902779,29
80,30,520.167085427136,1661.07286432161,4,2,2,55.9705634117126,30
80,31,1600.31323283082,1668.51088777219,4,2,3,76.6984865665436,31
80,32,510.687188019967,1714.0149750416,2,1,1,82.8406215906143,32
80,33,1638.99107142857,1768.30580357143,8,5,3,155.681243300438,33
80,34,1627.23708206687,1794.06686930091,7,5,2,163.852815926075,34
81,1,621.401048492792,21.4560943643512,1,0,1,61.1421364545822,1
81,2,1216.60751565762,142.968684759916,4,1,3,51.6274180412292,2
81,3,1116.71854304636,845.677152317881,3,1,2,62.0416312217712,3
81,4,1067.59826589595,909.228323699422,0,0,0,0.0,4
81,5,1270.80147058824,942.112745098039,9,6,3,229.651807546616,5
81,6,1142.30595482546,969.593429158111,5,1,4,77.213204562664,6
81,7,1229.85614849188,1001.17053364269,9,7,3,221.651807308197,7
81,8,1172.41605166052,1038.44464944649,5,3,2,85.7695541977882,8
81,9,394.024213075061,1039.22881355932,2,0,2,169.982758820057,9
81,10,1234.30620985011,1043.24625267666,3,0,4,27.7279226183891,10
81,11,1297.97066666667,1057.81066666667,2,0,3,16.0710678696632,11
81,12,1278.46593406593,1066.5032967033,4,1,3,30.3847765922546,12
81,13,1322.80079286422,1074.55698711596,3,0,4,48.31370896101,13
81,14,1033.60535714286,1085.75178571429,2,0,2,22.7279225587845,14
81,15,1250.38589211618,1096.9142461964,8,4,4,142.195961833,15
81,16,1106.84244791667,1114.25651041667,2,1,1,27.3137090206146,16
81,17,1221.05958549223,1116.38341968912,1,0,1,13.2426409721375,17
81,18,1047.0581655481,1128.24832214765,6,3,3,74.3553404808044,18
81,19,1146.13333333333,1123.6,2,1,1,35.9705632328987,19
81,20,1314.72648335745,1148.32706222865,4,1,3,39.1421362757683,20
81,21,1276.18981018981,1151.48151848152,0,0,0,0.0,21
81,22,1151.40337078652,1185.61011235955,6,3,4,58.5979799628258,22
81,23,1111.51920693928,1184.2156133829,8,3,6,88.5269130468369,23
81,24,617.711832061069,1181.75190839695,3,2,1,105.254835724831,24
81,25,1281.66176470588,1187.71078431373,2,0,2,6.82842725515366,25
81,26,1300.47770700637,1208.74416135881,10,7,3,117.669048964977,26
81,27,1039.69265367316,1199.31784107946,5,3,2,61.4558447599411,27
81,28,1014.35294117647,1199.51211072664,5,4,1,116.225398898125,28
81,29,1061.08925619835,1208.71074380165,0,0,1,1.41421353816986,29
81,30,1172.76271186441,1208.59322033898,15,15,3,367.918836593628,30
81,31,1274.88141025641,1211.125,0,0,1,2.41421359777451,31
81,32,1112.36507936508,1228.4531024531,7,0,8,98.0832627415657,32
81,33,1070.4679245283,1235.79622641509,0,1,0,7.07106763124466,33
81,34,1092.29726027397,1242.01643835616,3,3,3,88.9827575087547,34
81,35,537.738794435858,1253.94126738794,1,0,1,34.0710682272911,35
81,36,1266.81198003328,1252.62562396007,4,1,4,37.0416311621666,36
81,37,1059.16725352113,1285.54929577465,7,5,2,118.024387836456,37
81,38,1192.97216699801,1312.63817097416,2,0,2,37.5563497543335,38
81,39,1213.61270236613,1355.51805728518,3,1,2,60.3553400039673,39
81,40,1337.91666666667,1372.81289308176,4,2,2,111.325903534889,40
81,41,1375.25784447476,1397.38744884038,6,4,2,253.024390518665,41
81,42,1398.2305764411,1397.31328320802,3,1,2,74.213204741478,42
81,43,913.823917137476,1846.91525423729,3,0,3,56.8700590133667,43
82,1,317.58273381295,583.115107913669,1,0,1,2.82842707633972,1
82,2,209.142857142857,614.703296703297,6,3,3,93.0832623243332,2
82,3,859.732352941176,664.091176470588,1,0,2,86.4852818250656,3
82,4,270.894736842105,723.165413533835,4,3,1,59.4558452367783,4
82,5,91.7292817679558,717.480662983425,0,0,0,0.0,5
82,6,19.0067567567568,725.461148648649,13,11,2,297.291418671608,6
82,7,208.967741935484,747.894428152493,2,0,2,20.4852816462517,7
82,8,1199.11462450593,751.743083003953,0,0,0,0.0,8
82,9,94.2194871794872,761.64,2,1,1,15.0710681676865,9
82,10,859.78,760.595,1,1,1,45.9705634117126,10
82,11,156.331168831169,758.984848484848,3,1,2,42.970563352108,11
82,12,41.1220657276995,757.399061032864,9,5,4,125.053826153278,12
82,13,138.958707360862,768.707360861759,7,4,3,108.22539794445,13
82,14,219.554393305439,766.84309623431,6,2,6,70.9411269426346,14
82,15,356.239870340357,777.930307941653,11,8,3,202.379728972912,15
82,16,86.7957639939486,793.369137670197,3,1,3,31.1421362757683,16
82,17,7.125,802.15243902439,4,1,3,51.0416310429573,17
82,18,48.3214285714286,810.005952380952,8,5,6,65.9411259889603,18
82,19,615.187012987013,813.12987012987,0,0,0,0.0,19
82,20,79.8061420345489,816.408829174664,0,0,0,0.0,20
82,21,407.963254593176,819.438320209974,1,0,1,2.41421359777451,21
82,22,66.3602941176471,829.370098039216,2,1,2,50.5269125699997,22
82,23,136.740034662045,833.613518197574,8,5,3,99.8406212925911,23
82,24,621.044802867384,839.154121863799,1,0,1,2.41421359777451,24
82,25,1376.85641891892,850.692567567568,3,0,3,14.8284272551537,25
82,26,236.5,854.262790697674,2,1,1,12.4852816462517,26
82,27,180.041763341067,855.410672853828,2,0,2,22.4852817058563,27
82,28,1177.64386317907,869.167002012072,9,6,5,136.29646641016,28
82,29,1398.86425339367,870.359728506787,7,5,2,131.426408410072,29
82,30,1296.22568807339,872.244036697248,1,0,2,1.41421353816986,30
82,31,1357.70871559633,878.096330275229,0,0,0,0.0,31
82,32,73.1109350237718,889.781299524564,2,0,2,7.24264073371887,32
82,33,1328.75,894.101769911504,6,6,2,65.2842722535133,33
82,34,1405.95031055901,890.937888198758,4,2,2,33.8994954228401,34
82,35,1506.00769230769,897.040384615385,1,0,1,24.1421360969543,35
82,36,207.801571709234,901.616895874263,1,0,1,41.9705630540848,36
82,37,1084.80687397709,903.716857610475,5,3,2,58.4558450579643,37
82,38,1308.79351032448,902.929203539823,2,0,2,16.8994953036308,38
82,39,307.760670731707,915.675304878049,4,3,3,128.154330015182,39
82,40,1033.00886262925,914.37223042836,1,0,1,9.82842725515366,40
82,41,1416.29979466119,932.287474332649,4,2,2,44.31370896101,41
82,42,679.585714285714,945.131428571429,2,1,1,31.4852818846703,42
82,43,1337.17269076305,965.457831325301,3,1,2,25.4852814674377,43
82,44,1299.18979833926,975.336892052195,5,0,5,26.31370896101,44
82,45,1206.05949008499,968.767705382436,2,0,2,9.82842725515366,45
82,46,341.483333333333,979.676666666667,3,1,2,29.9705632328987,46
82,47,1108.06772009029,976.018058690745,0,0,0,1.0,47
82,48,1213.58994197292,996.261121856867,9,7,2,217.580739796162,48
82,49,1147.46478873239,1045.58920187793,5,4,1,133.225399255753,49
82,50,471.284584980237,1149.45059288538,0,0,0,0.0,50
82,51,467.28738317757,1207.4953271028,2,0,2,14.6568544507027,51
82,52,395.476363636364,1215.53272727273,5,0,5,74.4558447599411,52
82,53,19.1215559157212,1546.46515397083,0,0,0,0.0,53
83,1,459.559481743227,58.2626619552415,2,0,2,15.4852816462517,1
83,2,942.192560175055,532.874179431072,3,2,3,138.195960700512,2
83,3,910.114503816794,653.006361323155,7,6,3,348.261982679367,3
83,4,508.886993603411,724.454157782516,3,1,2,57.3847774863243,4
83,5,766.592489568846,737.07371349096,4,1,3,81.5979812145233,5
83,6,840.583657587549,786.652399481193,7,4,3,182.409165143967,6
83,7,774.639814097599,804.312161115414,6,0,6,77.2842724323273,7
83,8,822.936657681941,833.045822102426,6,4,2,88.769553899765,8
83,9,705.796721311475,865.970491803279,9,6,3,138.852815568447,9
83,10,872.869971936389,895.557530402245,12,11,3,287.066022336483,10
83,11,863.326039387309,936.827133479212,4,2,2,27.7279227972031,11
83,12,721.758155230596,956.998875140607,6,4,2,130.325903534889,12
83,13,895.337662337662,959.727272727273,8,5,3,128.154331505299,13
83,14,841.342465753425,1000.21308980213,2,0,3,5.41421365737915,14
83,15,988.4078125,1009.6328125,2,0,2,37.3137092590332,15
83,16,1240.6814159292,1026.91327433628,5,4,1,139.610174953938,16
83,17,817.255127153404,1059.43970467596,2,0,2,26.485281586647,17
83,18,797.949201741655,1036.74310595065,0,0,0,0.0,18
83,19,926.619361936194,1069.62926292629,5,2,3,184.95332211256,19
83,20,1146.86996547756,1101.28998849252,0,0,0,0.0,20
83,21,1167.10787671233,1153.63184931507,2,1,1,52.4558448195457,21
83,22,843.331058020478,1180.1433447099,3,2,1,150.296467065811,22
83,23,802.524407252441,1175.54532775453,7,4,3,86.6690484881401,23
83,24,813.259109311741,1208.87044534413,3,1,2,54.1126993894577,24
83,25,855.531276778063,1225.42416452442,2,1,3,26.9705631732941,25
83,26,1155.51417525773,1640.73840206186,2,0,2,18.8994953632355,26
83,27,478.805405405405,1848.09081081081,4,1,3,98.9116894602776,27
84,1,1126.80798004988,293.466334164589,1,0,1,8.65685433149338,1
84,2,459.583333333333,320.764367816092,1,0,1,6.82842725515366,2
